plant_name,light_time_day,red_light,blue_light,far_red,water_times (times/day),air flow ,growth_yield/m^2 (kg),Active Agents (%),Growth Time (weeks),accuracy,temp_min,temp_max,EC_min,EC_max,humidity_min,humidity_max,ph_min,ph_max
lavender ,16,59,35,12,2,high,0.41935044632631574,3.012432997316585,9,87.5562978463579,24.810634386228138,22.687102925523316,1.2681761284071107,1.2321699021622137,57.461055514868185,54.04817146697547,6.099806747872864,6.686219095594036
lavender ,16,68,32,22,2,high,0.6553291024298092,1.5811745193410192,10,82.85167199845725,19.261638038234917,23.955648476106678,1.6031427010401478,2.2137968129633783,42.92522880915831,53.829221246447844,5.952666306516392,6.325068250463636
lavender,16,55,34,4,4,high,0.9932937381099249,1.9942641135845725,7,83.45609278845735,23.83072869338958,20.43291070166532,1.9037012612973108,1.1027245334773774,63.888225769602116,56.36002628858691,6.33718076516988,6.225905067633484
lavender,17,79,39,5,3,moderate,1.1254663720337583,2.1587319196572405,10,83.69292002720323,20.741848284799957,22.185071545678735,1.1669398992680189,2.498101082794169,62.79493895190609,60.96021168277624,7.728420579938967,6.170979702804441
lavender ,17,56,39,4,3,high,0.4275915424639867,1.189090485929273,10,84.7895806656517,17.00807721035324,25.21427917929781,1.4932221972008126,2.9867253048860145,55.97219945631385,58.87685908621894,6.007458133945073,6.294841678304138
lavender,16,55,36,2,2,moderate,0.485104053199774,1.9540956854195475,13,84.94277522969924,21.892835598905982,21.895893904587627,2.225149237943571,1.5877440939474798,57.37366077510673,61.780820781972466,6.211372432799927,5.816833332875383
lavender ,15,66,28,4,2,High,1.045961776651184,2.0279755635824293,9,85.73387190241152,17.692116197129018,23.03652397055634,1.7226463562600447,2.282676396695937,44.6018241442527,56.62702466455997,5.4785685849977455,5.715677885192658
lavender ,14,79,27,8,3,moderate,1.2513520919633982,1.7285623971691964,11,85.87855099767421,18.236007358635565,23.498379758209065,1.286028918528851,2.4801406403835675,46.9366163819796,58.7815166153183,5.832331269488911,6.292848832936381
lavender ,14,69,24,15,1,Moderate,1.356296561719507,2.7898845907845895,8,86.17362107247644,16.25552886568946,25.66071793879219,1.7718938025346826,1.4482947619862223,43.38481627269398,40.962491742039134,6.886619418311696,5.993874604706698
lavender ,14,51,35,2,2,high,0.9609738792739966,1.8275742340862409,8,82.17412037982074,23.826141711212934,26.397564114368055,1.6770258461209244,2.435243916656558,46.12201429496401,68.52395955372371,6.037889480342579,6.27723292585462
lavender,17,61,43,3,4,low,1.7296540008948087,2.0151783538840085,5,83.78161875969153,23.880004743296094,23.023238091123613,1.227023426684757,1.2831599038996198,60.723864732836674,60.546233815862784,7.175678345112302,6.21014158521687
lavender ,11,58,44,8,3,Moderate,1.3987702533242015,1.610734339719201,12,86.55224395055887,18.781166261700086,24.992284401087975,2.9393569516468427,2.754431408195746,45.58449941699517,62.5173477862658,5.7217935714129595,5.892409111189734
lavender ,18,67,25,-1,3,High,1.736064567806043,1.1861075516364077,10,84.37883027962432,23.01217155937482,25.789400902652595,1.4633913221931165,2.0347037776289834,57.65999729746679,60.76488646276478,6.319681745664545,6.38247274192811
lavender ,15,58,33,21,1,Moderate,1.1502923604141766,3.0965322593025713,12,87.73431854385291,16.125408160497084,26.172548642320546,2.885414227341289,2.2632562691904794,39.2167400219199,52.627567684703465,5.997039455759396,6.3259969945078955
lavender,16,63,43,7,4,moderate,0.6496210239898367,1.9022889475661158,3,84.3996873860478,20.86927099201919,19.92682624785105,1.537440128022824,1.0541031176665134,61.88352876362446,68.6803928310917,5.832412737536101,6.1263974006570985
lavender,17,57,46,5,3,Low,1.6321684021507852,1.8384748780915567,1,83.59005872897059,25.195392241856652,22.661030731355396,1.3524195646795076,1.9750190798622316,53.93520290477864,54.38029427129178,5.986770652882237,6.154761888740388
lavender ,15,53,27,10,1,Low,0.9963571180290925,2.919677813944405,11,84.01973214981584,15.358513930857782,25.411732804070688,2.54982402155574,2.951961190153426,42.27206718431452,55.290571972312826,6.0844783137654135,6.174682114539492
lavender ,15,40,32,11,3,medium,0.3723570704816697,1.783811939052648,13,83.12264011778764,18.978093445992183,26.3286647700899,1.6257887261142079,2.8059759363592742,65.39750926457258,57.92626765021935,8.232542677387924,6.4110977648958745
lavender,15,75,43,4,4,moderate,0.9372307679709566,1.8615837946064386,13,84.76166613237378,21.65261054816594,25.32984879587269,1.1125787838258376,1.010386820065662,59.468372819561004,56.6648385831626,6.032900533638843,6.2499136318967885
lavender,16,53,43,5,4,High,0.8548605654481523,1.6396507340416748,13,83.92630279057724,24.03402478106469,27.765026287813622,2.035005117929756,1.7266860883121815,60.21469468145561,67.67857384309052,6.015985320098421,6.309034729977292
lavender,17,61,26,5,2,high,1.1935097577313798,1.4088418702968597,9,83.95366673662754,25.54141026027016,24.522961299046717,1.2201163967604924,1.6019564070961865,62.60598373756309,54.85409669948497,6.6349509498647326,6.232361990375634
lavender ,15,56,32,5,1,Moderate,0.8500567762148952,1.565937773080653,12,89.04785302371805,17.434885136638464,25.970214994736217,1.085309406328559,1.6288872572725563,46.62960688563678,58.348011911673,6.383005012374278,6.125421896354814
lavender ,16,56,34,21,2,high,1.449543264335862,2.716312616422109,14,83.04199213367178,17.574944063826337,27.580061780479006,2.652555780389931,3.383708894501757,42.337544803136716,58.70653231408325,6.602450128367608,6.194575516143662
lavender,12,58,27,9,4,moderate,1.3177119296252875,1.832457114483404,10,83.34428786654304,22.174909244814483,22.959081246216144,1.4577970152670434,2.0481647351735024,63.88134560631304,61.14221978537048,6.0204752833854185,6.209770361503796
lavender ,16,55,21,24,3,Medium,0.762765566465966,2.650933854696389,11,79.7295082592303,15.403389270446972,22.97119034088128,1.1774805879196593,2.7711796411587573,51.022005388284015,57.6804246115903,5.858706867913968,5.970504472951129
lavender,14,62,39,5,2,moderate,0.30967980511934057,1.8231416428067078,5,83.66313722355586,21.846690681410326,27.21201208540789,0.6595974424617826,1.123130362670774,64.32218067587543,59.62658929472682,6.316858941458888,6.486857624962508
lavender ,10,62,35,15,1,medium,1.4272581829982394,2.4121269212634324,11,86.58291087799026,16.532280606227634,23.65693445333779,1.8415485561649971,1.1302106680522546,47.48447845125116,58.83238632687085,6.3095556960605395,6.282719469699207
lavender,16,71,37,10,2,High,1.7085242712447073,1.7217862098689842,6,83.33202639122646,23.089864053311175,24.019962935534643,1.3980948595796234,1.5325664432659343,62.6554943975469,64.03807770122901,5.904946872305203,6.045201482120346
lavender ,15,57,42,0,3,moderate,1.5636820148710042,1.62421772821258,9,83.25529037111033,23.165353626765366,27.025146158287463,1.303907260614861,1.5527373413281542,60.32426392604334,63.25722059875775,6.221347401484413,6.107150995849706
lavender ,17,45,26,5,2,moderate,0.7953621316457432,1.6466254539441132,10,86.31186015797171,19.740657444510695,25.82919048241818,1.4928754824443091,2.5323386936758667,36.713887720168486,60.824535922341546,5.83084993078487,6.326188192588232
lavender,19,54,34,5,4,low,1.1243847406473817,1.7795143588719342,8,83.8397924731729,22.033734960752007,23.23657780798195,2.0591809991487535,1.354749219969766,65.59900429828647,56.33708211248568,6.352604727204684,6.266928170232437
lavender,16,35,44,7,3,Medium,0.6235147623776595,1.937884058597283,10,84.12459037016174,21.79419718519947,18.81188102003303,1.3164659477257294,1.4513670691926537,67.25079235903384,62.95306951733039,6.4799455586048325,6.261830411633278
lavender,14,56,41,4,3,moderate,0.4211044447370738,1.7069867579605122,4,83.1963318086301,23.469405335133647,26.142935596260696,1.3320967069029455,1.7908231616555537,61.261893305761795,66.96290814529434,2.3174953409733634,6.646697170606037
lavender,17,57,45,6,2,high,0.09507485046131037,1.2795397071770889,5,83.24571615153226,21.193348327415702,27.466701077665242,1.1244920536055951,1.6362977070173266,53.45918582278355,51.82981797371839,8.52611873125321,6.56409180450313
lavender ,12,53,34,9,4,moderate,1.5693410763174336,2.0273875508393178,10,83.21676196591977,20.658461369932507,22.87339701028688,0.6840673031319413,2.8979404927162102,63.86165761169031,64.58142485577609,6.651574664885337,6.345244359555615
lavender ,16,43,39,7,2,high,1.2037646110796234,2.764406359580571,10,85.20445187521865,18.586284505559973,25.06735411777335,1.5510753174551546,3.3995813478034327,49.789799993438876,47.94495671548809,6.342386772087865,6.122214288650626
lavender ,17,51,43,22,2,moderate,1.2055432102224761,2.940854064910885,11,85.51222571089303,18.908521944811604,26.201398026439787,1.42420833262566,1.6175654884177357,50.992685349327616,56.36785349423217,6.8634107273848874,6.868436449172482
lavender ,15,66,23,16,2,moderate,0.8824453613571414,3.244379684232841,10,80.98547346909756,17.88302825921505,28.749592060998683,1.42834612396245,3.2020844265512145,54.550471978825655,60.192339676015735,5.6308011333699595,6.078458188261379
lavender ,15,56,36,24,4,high,1.8305961474990369,3.346789366609186,12,83.6757525834276,20.71519653684138,23.323735448357194,2.9204269011965565,1.7193910035264077,35.05451140650845,53.082434968182504,7.31086662301576,6.246749229224922
lavender ,14,68,34,23,1,High,1.9209032582648466,1.4302309605565218,13,85.69902835565198,17.313815732042965,26.188967675409742,1.802505645924741,2.7777636079190593,47.213005224866826,60.9951779989205,5.929003098422678,5.827286220846355
lavender,13,58,26,1,3,High,1.3006647749523645,1.5650216394699972,8,85.15072352328636,20.810319543315117,25.210146042375392,1.7251212473778716,1.0968441529370283,39.86651851550062,57.51894040045033,7.4752289577136635,6.37074149277545
lavender,15,53,30,9,2,moderate,1.2303308230197554,1.750754263506478,4,83.12854348120571,23.93532641003155,19.680078857590075,0.8940908756495736,1.0999057839188349,61.04872101581149,64.65408166723535,7.005352349016697,6.299359210025754
lavender,16,56,38,13,4,high,1.528985766665491,1.7251551632901727,12,83.79885718734515,22.828542666391243,24.46413753079865,1.9405237232160963,1.7878067148337762,53.246189471445284,60.127830741161674,6.189426226872056,6.432657619364801
lavender ,13,57,41,24,1,Moderate,1.3165408429743537,3.1230361208451995,14,80.45097846650643,15.900581137135122,23.145567552385042,3.1110499258951183,2.754680322807025,47.35396362761721,58.45940447673239,7.475027554165093,6.115244914130963
lavender ,18,45,38,9,3,Low,1.6976930776564318,1.8173286019104902,9,81.65124777349888,16.22445950110674,24.977646040395406,1.274917105817496,2.220082273179915,43.98585838772401,57.29521696833994,6.2821789158393315,6.635797930349546
lavender,14,52,42,11,4,low,0.3218425774363011,1.7389340481078972,8,83.68464496951957,19.865089048241533,27.11808066215953,0.9713432725856928,1.379073172564922,55.66162284000881,66.77586019248186,5.997084545097169,6.602556400183801
lavender ,14,41,31,27,3,medium,1.268083711202521,3.150927282464674,11,77.27614360571094,18.649992079919972,26.48382134789127,2.427416977464091,2.9382831831346614,52.16892684555826,57.33833990918001,6.041865479379824,5.9076699709221945
lavender,17,53,41,7,2,moderate,1.3452598051912128,1.8643459964679012,7,82.59623263871417,21.21799789096461,23.470924155075437,1.3340053613047185,1.1279388848319272,62.873776044715406,56.401975956096244,5.915276659005573,5.986613331298938
lavender,12,75,38,5,3,moderate,1.6654485003045323,1.6435153952301784,1,83.00677103049857,23.691191415052085,24.505394964849437,2.1620287052752376,0.9940232638820542,58.42738995497001,57.15912897887467,6.152288937186504,6.319520497781915
lavender ,16,70,31,24,4,medium,1.5735966104673136,1.9803455324089194,9,83.82367699703818,23.027352913264348,28.003830468791843,0.9569719636139189,3.026229419403614,48.78500201648847,59.39368060496608,6.259382916361631,5.9871928773044045
lavender ,16,50,38,14,2,High,1.5498861929631385,1.5555239600625006,8,83.02357257936364,22.513063954762192,26.572611062014673,0.9503017066505424,1.6190546365210854,60.00815210212071,58.27482467299945,6.148098905916348,7.232866793443254
lavender,18,56,35,7,3,moderate,1.4627678380045874,1.0863042210818414,8,82.98386549047464,23.703851813798668,22.273972865750046,1.7068093561639575,1.7944818065711616,61.787505894404006,58.706117099319926,6.475873026964398,7.133927379547268
lavender,16,53,37,14,3,high,0.6861887863864642,2.0000205952093895,6,83.24942492226471,27.000761346569266,24.38588478435137,1.1692773206966363,1.43657043276389,56.591469110842105,62.116463881290414,6.323458500739024,6.282727685878291
lavender,14,54,42,4,4,moderate,0.1683680264251871,1.433002217784245,8,82.97908284585976,18.325052640072794,22.554483616866463,0.7699295042500172,1.5189203896711383,61.554006092604254,64.1163310739768,6.3035504918415874,6.201594722316801
lavender ,14,60,31,9,2,High,1.1089539675746658,2.7377561426435046,10,86.11481409406097,17.438663305096405,21.245593269529127,2.7194199637194316,2.6510885186167847,42.85810249973209,57.02765238110767,6.223978580519057,6.0697732997897935
lavender,17,53,42,9,4,low,0.6860133610407142,1.310727544136018,11,83.15356485073328,21.50379476967715,25.212502926938726,1.0758118207163982,1.8119317701684852,62.662247870760375,65.50000097181247,5.950982782382,6.3375242368138265
lavender ,14,58,26,21,1,Low,1.2791990539143279,2.9359167236678267,12,82.71014416613866,19.452157438525273,25.098544815869133,1.3867354605108266,1.7791109664857094,52.22876224035862,55.039364810350634,6.969889716594896,5.783148095235267
lavender,19,50,25,4,3,moderate,1.193152548778276,1.7485524963719765,0,83.22775929283405,25.655407421040675,24.49142965532788,1.6093713173787594,1.1292786150525145,56.13110663971057,57.92024104704603,5.9965094669300685,6.138431063347951
lavender ,15,56,30,14,1,Moderate,0.6819089696986844,2.9374512580449146,13,80.62466543667455,20.29024577385243,28.68004799397194,1.0419103982956786,2.7767066757699697,42.89075728704899,63.19801336307884,2.591278300011484,5.7952742014965315
lavender,17,47,27,6,2,moderate,1.3109942959649927,1.7233236681911583,3,83.07353662272993,23.036620485289458,23.675090768369856,1.4535186911645017,0.8472755534917596,65.18156549539083,54.155880808793356,6.0961564954398995,6.806304350614431
lavender,14,60,50,7,3,Low,1.7814206491756712,2.581515597951415,10,83.27084902270038,21.472954515014546,21.11521080123421,2.96773779616196,2.265304242018351,63.396096564977476,60.92872503057279,6.190275222605267,6.204892261508103
lavender ,12,47,39,7,1,medium,1.038174810384895,3.101215280362261,13,85.4571264358488,20.766123210017266,26.04625269964307,2.5787162644461867,1.3648881170597333,50.55062156831591,62.3061446531236,7.212201922390324,6.0353037421908065
lavender ,10,52,27,20,2,medium,0.9533199975883665,2.8470611047218872,14,83.82585042233943,19.255221330101456,26.000200931235888,2.008627958703455,3.366843922312813,41.04091886949246,67.00582556538093,6.111219561170015,5.990509332816398
lavender ,13,51,38,8,2,high,0.40307133582597376,1.5734269627969741,9,83.49956379102407,17.323369015049085,18.924496745610345,1.231511666206786,1.4968248053975284,62.5477762499807,62.26861130676687,6.051886071510303,6.08458349782744
lavender ,15,68,26,8,2,high,1.3544008406200407,1.52602577355881,9,86.06755762914007,22.891709981722432,23.628857169412637,1.8091421090184656,2.1025881585498145,63.16255857771831,63.31796781505942,6.028003866415286,6.883777086963346
lavender ,10,50,34,9,2,low,1.3399618602353127,2.6721679464538126,12,85.55426781371256,16.36611636272622,21.334258017136598,1.1536910307621104,2.24971157564678,40.821937420478044,60.20608324305881,5.857050028113913,5.966572522562257
lavender ,15,48,27,3,3,Low,0.7831519400055091,1.7625631334345695,10,84.95502309504667,17.642476057673093,24.955618984220678,1.695719751649623,1.8535452260200234,46.24258632412262,56.009530435586186,6.296190750172093,6.092277931697593
lavender,15,52,44,-3,4,moderate,0.40923783657042784,1.6868868125427616,9,83.78799645862445,20.824952720964745,25.346291134614372,1.1132978267208593,1.4334995661927756,56.1211134692961,58.52308360966903,5.890950934176772,5.966625297444647
lavender,18,72,31,8,1,low,0.9388293394079584,1.5677128927469088,7,82.09528584656266,23.88149660563362,24.907038150696863,1.334272110345751,1.5657994194681717,60.8528680175527,56.93155195346828,6.1389458388113285,5.799496648874093
lavender,16,73,35,3,2,moderate,1.3671142027364687,1.4887362007525118,12,79.06069643100224,21.17728696177965,25.768899964894295,1.474339115711642,1.6286239790908683,58.67467613510994,54.33758205528571,6.058751133124554,5.840211389467759
lavender,14,52,32,6,3,medium,1.485411560782697,1.6821823921943642,10,83.71029706828708,19.647467810414813,26.47447276758128,1.0809380262458679,1.3910873301583246,59.25847497736413,62.84417977704009,5.8257824351754,7.044582335580738
lavender ,16,65,33,17,1,Low,1.1895065813549477,2.737570781409497,15,80.44025860933031,18.29094002305513,22.297084739774892,2.373492042108927,1.9950682197059233,54.46203062487197,49.13830455621181,5.902756321765856,6.136583982048801
lavender ,15,57,47,10,2,Moderate,1.2234318417739123,1.6941289782755815,8,83.54247097658757,17.999631479120588,23.947259018829232,1.418408938996806,2.6390947274048795,51.28335514029123,59.81901894622193,5.392570982680199,6.8556776724631865
lavender ,14,54,31,21,1,medium,1.223385056638784,2.540303023662312,13,84.27613020387682,15.832691834783738,27.122495877841384,1.826065800609994,3.116553661437581,50.87436064119478,58.978179709329446,5.822990865225159,5.8579354267350014
lavender ,18,53,24,12,2,Low,0.612961644929548,2.877442698670592,13,80.26934797400676,17.869306891841997,26.8269874370714,1.5539336422728853,2.32209197568226,46.37545463037436,47.44089374087308,8.53858483558717,6.276462483449597
lavender ,12,68,39,14,1,low,0.41911161926623386,2.6720192092246466,12,78.01313246926644,17.64898792794191,27.671911767867154,1.21152379906176,2.843118894072303,44.48862343389621,61.982097167719665,5.9356343161546965,5.985686128823559
lavender ,15,51,20,2,1,Low,1.5600102179289923,2.559379183318407,7,80.01474351411967,18.924257591684576,24.076982022545803,1.1428492300358637,1.4233274805363507,45.9156813030545,65.2761847545237,6.175081175053872,6.330258069615078
lavender,18,55,42,5,4,high,1.8144434625328352,1.4467507219532156,9,80.24957971977689,22.14161146044364,25.349171793626315,1.4885934785389296,3.0010041186247083,44.94461630021532,57.426974138352826,7.73336479364115,6.066694641475226
lavender ,15,56,37,0,2,Moderate,0.9898455319928632,2.1611000155195583,11,88.62759770095023,18.52089438913495,25.34943056673326,2.1601225717132344,2.016327748746304,46.74949745025252,61.27945345803452,6.4544910714245525,6.106435134839894
lavender,15,61,29,-1,3,moderate,0.5531181102868612,2.016599941336281,3,82.85190999516962,24.067959010080106,21.933480296549828,1.5101320978421715,1.2403344034009218,62.848333644109246,63.678039858484254,6.265853592134159,6.712695443438245
lavender ,17,52,29,3,3,Medium,1.237591910776145,1.566504348018263,9,83.62712806737423,22.019219580930184,22.524104397481043,1.991633587725606,2.620818994897524,44.31892456104352,62.69421929505136,6.3899718811398545,6.14082676101428
lavender ,14,62,29,12,1,Moderate,0.9068125902493592,2.198399793455546,13,84.39464096817913,18.91064391455488,27.79237185461494,1.8538346916523485,2.3332289030688558,50.32742691886624,57.68265410118672,5.8095925975881695,6.1990687902048505
lavender ,14,56,17,19,1,High,0.5388995062686,2.3647520351618447,12,80.78631250857899,21.035668971618524,25.910313440515942,1.4953162583352382,2.334011699491965,38.10263902020483,58.51949823837334,6.21135741847772,6.078820430565529
lavender,16,60,27,4,2,Moderate,0.534221032153275,1.823660551010666,11,87.6995985797776,23.113433797686962,24.73095540743467,1.6125175444732074,1.6637256051957676,63.986529060183486,66.83303359605101,6.5438706707922565,5.9989893523285005
lavender,18,74,41,6,3,moderate,0.1573831180722185,1.6862502476078063,7,83.2749760886146,19.49312983761657,24.480963910529407,1.4747883715440435,1.5352994224233427,65.25706278799574,59.94485005672749,6.058913857120702,5.908390643756655
lavender ,17,55,27,6,3,moderate,0.5858298629690263,1.620196100338848,9,84.27055877472692,22.901524045331897,26.886985026652795,1.4600065168828833,1.1294762593138021,63.68865392692327,63.77986604998141,5.817007060601502,6.218237465594163
lavender,15,55,25,2,4,high,0.313299299336593,1.5963883231954075,3,86.84616512873917,24.100559533599196,25.221151433575464,1.7965179737905994,1.5164159284092895,65.05592748272187,60.12800815718962,6.182205923045456,6.417159203126223
lavender,14,58,30,10,4,low,0.16891815256120346,1.7670397829578348,3,83.17033671986087,20.838991981892153,24.79235354618417,1.76203880549481,1.4237528658570142,56.07688649921199,58.8849397885717,6.05702044504122,6.126495880908224
lavender ,14,76,37,22,2,Moderate,0.7059917164933898,3.261462730246401,14,83.59391550014057,15.471956463573232,20.081890406685652,1.5664503470009226,2.5950484575725756,41.15922586602704,55.26653902774712,6.2690503590119,6.066976393773972
lavender,18,53,41,7,2,low,1.0775545729870188,1.8688352520694875,5,83.21897351161189,19.063208009952795,25.10802870960112,0.7758922781004554,1.1135465770703663,64.4439601727769,61.46940363939162,6.161167910583633,6.223810961424706
lavender ,18,73,33,10,3,low,1.785299065970963,3.1379159257899585,9,81.24739684892329,19.657191434930358,27.02165553409486,1.4878370790664928,2.0091645728077596,56.64790115299875,53.147958266088665,6.081348087126408,5.786084092592028
lavender,11,54,46,2,3,moderate,0.9987146242336908,1.1694478627703495,6,83.16982390494296,21.875170451422335,22.89809999737108,0.8452585881496352,1.731641531871106,65.82113875124722,67.02999531266697,6.39661359215282,6.333045606396331
lavender,17,58,42,0,4,low,1.1670309766866627,1.8669446344631473,3,83.72526432438364,21.583942109755117,24.829229618022453,1.0821298700201,0.7288057070069486,55.913158312346624,59.27248146990144,5.836137137836489,6.097938171960695
lavender ,15,55,42,8,2,high,0.6641735164770706,1.8427067806042177,9,85.29433755356078,20.443295017044136,20.831578599515268,0.9680940066799826,1.4885538878399873,42.92317512774037,58.145720272403985,6.163596904187926,6.205414225039953
lavender,17,49,45,4,4,low,1.0337094132940832,2.0851524255504432,6,83.06240706853269,22.079697872090957,25.606410946634018,1.334898750103992,1.7025087995584598,56.34241497961892,68.14533332467919,6.24308474646916,6.696181581758091
lavender,15,59,28,4,3,moderate,1.1989486066172685,1.6321358463094429,10,83.24185917508862,24.426739149070315,25.781377329050915,1.2569583161194045,1.5556551515261032,57.71877364133233,65.21490441928754,5.952313352732335,6.128675140869729
lavender ,16,46,39,8,3,Low,1.4620865955313613,1.8993392302896264,12,83.20013525347963,19.63607794218109,25.26909186393283,1.4499299367817735,1.3758528612064538,64.81244200485014,47.08089300845577,6.061217662534366,6.152984443632497
lavender ,13,64,30,18,2,Medium,0.9803909815712271,2.9915545547926423,13,84.3877952133048,17.859046028161245,27.35521688169842,1.5841989960358311,2.1234821760141984,51.49165174366168,63.89919064546585,5.99350240517619,6.0484119500765825
lavender ,16,61,27,16,1,high,0.4675891476122906,2.7400125399353157,10,84.22960182200006,22.906442941714385,28.750376818573006,3.0772718866730155,2.6927481488999963,38.99012746599593,45.441622366286175,7.328924695974229,6.008537150399502
lavender ,17,50,30,20,3,moderate,1.8877629536132314,3.0284855086971505,10,88.67713740000087,19.333057692771096,24.435953312101624,1.9764649123849574,1.9608786898444983,36.522675897277274,61.980191746496715,5.77410789360281,5.984130532250319
lavender ,16,57,26,12,2,moderate,0.7079956938022892,2.9081935736817934,9,87.84813142585126,17.43696480256503,26.133485957819655,1.583130144111756,2.8980511621303062,43.819470557769506,47.37357347395645,7.417717651527558,6.225624186394682
lavender,16,47,30,4,2,low,0.8497735516511602,1.6542095254099314,5,83.33635121913657,24.541820157025217,24.483999572221478,1.3259296006672165,1.8394965988776413,55.701933123952685,62.03336952894562,6.146824259730087,6.325624159151895
lavender ,14,70,29,22,2,low,1.5021769343529403,3.1119062202464214,12,86.12218342523971,17.720752877728486,23.782082743313286,2.401752872315994,2.5217251567452963,42.32266079673903,56.577044487362635,5.908060251088601,6.149813524962533
lavender ,15,68,31,21,1,Moderate,0.9880516300666053,2.8095853874221084,12,82.97956152237275,16.69020787615161,24.882941411943566,2.9328270217599175,2.8956648888629624,52.42239061643704,64.4089856601278,6.205205012504278,6.134099884758597
lavender ,17,63,22,7,3,medium,0.419002523829683,1.625679223094671,9,81.74968475727026,25.092541538002003,23.941456313181103,1.6751557793163527,1.1329946875779655,43.32274349264249,60.30296244868433,6.116778983046172,5.85692172774676
lavender,14,50,34,24,2,low,1.0187547154761147,1.8389305878228652,10,83.42768364478592,24.32009571749936,22.573058523266276,0.9315663006824784,1.4596968618473911,46.04728312203298,64.91451129592113,6.39836974318705,6.197867953178875
lavender,14,62,35,6,2,moderate,0.8964421206278934,1.5514922525786445,10,84.02114612418572,21.316699905764803,22.70745157289725,1.1687562952796238,0.8999993995225387,59.66898561749135,56.5575915838718,6.476525422006771,6.7304964204156725
lavender,18,64,47,0,3,moderate,0.40392986835589495,1.678240088068468,1,84.25194825266607,22.559923075078196,21.719594880852124,1.3664043503806182,1.11639977789462,54.6463553396059,62.27372795017883,6.147476860872832,7.040165926522261
lavender ,11,52,39,21,1,medium,0.47183193732440143,2.4916878344795523,10,85.31424298234434,20.76574093110561,22.694125059255768,2.236190296276498,2.1777274663004995,46.79504433714798,62.303598285822005,6.051539324390297,6.048369186598804
lavender ,14,69,37,13,1,High,1.0435195845703005,2.849460060535064,8,79.73375175817276,16.51988979257043,27.067794698698876,1.6061943194739423,2.2889351968337595,39.49333600410875,55.23190197231694,5.936870804194575,6.277459089126633
lavender ,11,54,27,4,1,high,0.8677672710703317,1.7600895582413343,11,83.9171040631573,18.024559324900864,27.110488243128895,2.3008841267225635,2.624706918682942,49.32837225164481,61.221633566609846,6.479216985701242,5.912380647784592
lavender ,14,50,32,17,1,high,1.4290462465282627,3.1022105532944098,11,86.63112998474396,20.59091770556716,24.419212520370525,2.231934989232324,1.6562703761594948,46.12891998232769,58.59529280389401,7.48862923553477,5.985436008087342
lavender,17,51,32,-1,3,moderate,1.093503940221132,2.0103232908996738,5,82.76887087551458,23.05006452439817,21.6874559842484,2.162926748524194,1.3333052548861095,59.759915322626505,54.53712908997782,6.116741177234022,6.254492695855487
lavender,19,48,35,8,4,low,0.36429557890502495,1.5827960602055953,5,83.33456142289997,21.780484388448386,23.899803235542695,1.3413300201398546,1.2667604057705342,64.43229469336441,64.14909785888301,5.883127657402932,6.192550619721738
lavender,19,49,31,5,3,low,0.9138427781889605,2.0574097247460235,5,83.48583923780338,21.59566063809769,26.595173947285847,1.352751290239126,1.310905767384845,58.47182337634634,67.16811602588663,6.097758512456375,6.265631437660697
lavender,16,73,34,10,4,low,0.6526543626832914,1.7914726318382617,8,82.70176232600461,23.782348836664426,22.40782908173059,1.4878429720840807,1.483416697419659,61.19503065555639,61.12217181379662,6.013482192580537,6.3066489747949275
lavender ,15,46,30,18,2,Moderate,1.1821574390119876,2.4900075072077406,12,82.77319998642643,17.756218406890746,27.02911695928565,1.0360928433311407,2.298336432746302,45.63046555038118,59.754162977383714,6.505307461438053,6.290896600501601
lavender ,17,47,32,6,3,moderate,0.81577941103916,2.849025582240046,8,81.76300234575746,18.720876629788798,25.474456753171687,1.7944791693132887,3.040417081312825,37.80337089627051,59.66473730330622,6.371877736321861,6.230148684661652
lavender,19,56,44,1,4,moderate,1.2028721629738766,1.7777122044202123,2,83.72143796843639,24.87049991723016,22.534362400515093,1.2012133962419136,1.1283521940165668,57.60024383408854,63.672899939609465,6.366996998787134,5.904345464574768
lavender,15,70,45,2,4,moderate,1.7100644480609022,1.527833537715385,2,83.22704809839645,23.1523149338983,18.932903255191714,0.9777306903505567,1.403128633858428,63.891871588791965,56.62610409625432,5.8760542929987984,6.0341680303479315
lavender,11,56,30,1,1,high,1.6359475493713984,1.322967625983214,11,84.6816344699393,20.255074494996467,27.779986909425087,2.0104003176186724,2.754763259460142,41.15021282246288,57.66837742202996,5.856697851135021,6.137640219241216
lavender ,12,60,38,9,3,low,1.4926904488314194,1.8829339320840883,9,82.20303502625866,16.136843062352753,20.167880227937637,1.6324222936113433,1.359714805120034,62.56794727282127,55.220314908572945,6.361157926342235,6.910243084362239
lavender ,17,57,40,14,1,moderate,1.542907060231864,2.8417610566317437,13,87.24824685693567,15.012765952399123,22.993435736864992,1.786403760511038,2.69127637650743,40.80075262099634,58.47349072350637,5.90702494380324,5.945407336360689
lavender ,15,47,36,11,3,moderate,0.9704291528661402,2.724149362442991,11,87.48813979939035,17.04020168189391,24.427442680499546,1.5580094846083936,1.820380598571498,50.349478722682356,61.288311750849786,6.162545513716898,6.149882262046617
lavender,15,52,41,8,2,Moderate,1.2658821876363135,1.9169303192524407,10,83.30197797274386,21.249946960989142,26.42377975884526,1.377746992646654,1.8548465988240261,59.762910204639155,46.35030024387355,6.132964432153537,6.094984738855776
